0	0	0	0	0	0	0	21	0	1	0	56	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	1	0	0	25	1	0	0	0	0	19	0
0	0	0	0	0	0	0	17	0	2	0	31	0	0	0	0	0	5	2	0	0	0	0	1	0	0	0	10	0	0	0	4	0	0	6	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	19	0
0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	18	0	0	0	3	1	1	31	1	0	0	0	1	0	0	4	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	36	27	1	0	1	0	0	0	3	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	27	1	0	2	0	0	3	0	0	0	14	0	0	0	2	0	0	24	0	0	0	0	0	0	0	2	3	0	0	0	0	2	7	13	0	0	0	0	0	0	0	0	0	0	23	0	0	0	8	0	0	10	0
0	0	0	0	0	0	0	3	0	2	0	1	0	0	2	1	0	16	0	0	3	0	0	2	0	0	0	21	0	0	0	3	0	0	10	0	0	0	0	0	0	0	4	2	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	40	0	0	21	0
0	0	0	0	0	1	0	0	0	2	0	1	0	0	18	0	0	11	0	0	2	0	0	1	0	0	0	31	0	0	0	1	0	0	14	0	0	0	0	2	0	0	10	2	0	0	0	0	4	5	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	26	0	1	19	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	1	0	2	0	0	0	0	0	1	28	0	0	0	1	0	2	10	0	0	0	0	0	0	0	3	3	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	2	1	11	0	0	0	34	0	0	32	0
0	0	0	0	0	0	0	14	0	0	0	34	0	0	0	0	0	1	3	0	0	0	0	3	0	0	0	5	0	0	0	4	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	27	0
0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	27	0	1	0	0	0	0	0	1	0	0	0	1	0	0	8	2	0	3	2	0	0	0	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	22	0	9	1	1	0	0	0	1	20
0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	17	0	1	1	0	0	0	0	2	0	0	0	0	0	0	2	3	0	4	4	1	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	17	0	0	5	0	7	2	0	5	0	0	2	25
0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	5	0	0	1	0	1	0	0	2	0	0	0	3	0	0	4	0	0	2	4	0	0	0	0	26	0	0	1	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	8	0	0	2	26
0	0	0	2	0	0	0	0	0	0	0	0	0	0	28	18	0	0	1	0	0	0	0	2	0	0	0	1	0	0	6	3	0	4	5	0	0	0	0	1	0	0	1	3	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	3	2	3	0	2	0	0	2	18
0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	24	0	0	3	0	2	0	0	2	0	0	0	2	0	0	19	2	0	2	4	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3	0	0	6	0	0	4	8
0	0	0	0	0	0	0	16	0	0	0	38	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	6	0	0	0	3	0	0	4	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	3	0	28	0
0	0	0	0	0	15	0	0	0	5	0	1	0	0	0	3	0	0	4	0	2	0	0	4	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	3	1	0	0	0	0	8	0	4	0	0	0	0	0	0	31	0	1	0	11	4	3	0	0	11	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	1	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	16	0	0	0	0	0	0	15	0	2	0	0	17	6	0	0	12	0	5	0
0	0	0	0	0	8	0	0	0	6	0	4	0	0	0	3	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	15	0	0	3	3	0	0	0	0	6	0	2	0	0	0	0	0	0	31	0	4	0	2	6	1	0	4	13	0	0	0
0	0	0	0	0	2	0	16	0	1	0	32	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0	3	0	0	0	2	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	27	0
0	0	0	4	5	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	14	1	0	0	2	0	4	5	0	11	14	0	0	0	0	0	3	0	0	1	0	3	0	0
0	0	0	0	1	0	2	0	0	0	0	0	19	0	0	0	0	0	5	0	3	0	3	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	4	10	0	1	7	0	0	0	0	1	0	0	0	0	0	4	0	0
0	0	0	2	0	0	0	0	0	15	0	1	0	0	3	1	1	1	2	0	7	0	0	5	0	0	0	1	0	0	0	6	0	5	0	0	0	0	0	0	0	0	7	3	0	0	0	0	8	5	2	0	0	0	0	0	0	0	0	8	0	25	2	1	0	12	0	0	0	0
1	0	0	12	0	0	0	0	0	14	0	0	0	0	27	0	3	0	3	2	6	0	0	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	8	8	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	4	0	5	0	1	0	10	0	2	0	0
